selection_category,cell_id,official_cycle_life,cutoff_cycle,family,cycle,true_soh,prediction_median,prediction_min,prediction_max
短寿命,MATR_b2c37,478.0,20,current_hybrid,38,1.003952145576477,0.9996827840805054,0.9992619752883911,1.0001636743545532
短寿命,MATR_b2c37,478.0,20,current_hybrid,40,1.0039879083633423,0.9994543194770813,0.999012291431427,0.9999597072601318
短寿命,MATR_b2c37,478.0,20,current_hybrid,41,1.00395929813385,0.999342679977417,0.9988903403282166,0.9998598098754883
短寿命,MATR_b2c37,478.0,20,current_hybrid,42,1.0039581060409546,0.9992324709892273,0.9987702965736389,0.999761164188385
短寿命,MATR_b2c37,478.0,20,current_hybrid,43,1.003932237625122,0.999123752117157,0.998651921749115,0.9996635317802429
短寿命,MATR_b2c37,478.0,20,current_hybrid,44,1.0040576457977295,0.999016284942627,0.9985350370407104,0.9995670914649963
短寿命,MATR_b2c37,478.0,20,current_hybrid,45,1.004038691520691,0.9989101886749268,0.9984196424484253,0.9994716048240662
短寿命,MATR_b2c37,478.0,20,current_hybrid,46,1.004085898399353,0.9988051652908325,0.9983056783676147,0.9993770718574524
短寿命,MATR_b2c37,478.0,20,current_hybrid,47,1.0040255784988403,0.998701274394989,0.9981929659843445,0.9992833137512207
短寿命,MATR_b2c37,478.0,20,current_hybrid,48,1.0040149688720703,0.9985984563827515,0.9980815649032593,0.9991905093193054
短寿命,MATR_b2c37,478.0,20,current_hybrid,49,1.0040967464447021,0.9984965920448303,0.9979712963104248,0.9990984797477722
短寿命,MATR_b2c37,478.0,20,current_hybrid,50,1.0041536092758179,0.9983956813812256,0.9978621006011963,0.9990071654319763
短寿命,MATR_b2c37,478.0,20,current_hybrid,51,1.004104495048523,0.9982956647872925,0.9977539777755737,0.9989166259765625
短寿命,MATR_b2c37,478.0,20,current_hybrid,52,1.00429368019104,0.9981964826583862,0.9976469278335571,0.9988266229629517
短寿命,MATR_b2c37,478.0,20,current_hybrid,53,1.004158854484558,0.9980981349945068,0.9975407719612122,0.9987373948097229
短寿命,MATR_b2c37,478.0,20,current_hybrid,54,1.0041342973709106,0.9980005621910095,0.9974355101585388,0.9986487627029419
短寿命,MATR_b2c37,478.0,20,current_hybrid,55,1.0041929483413696,0.9979037046432495,0.9973311424255371,0.9985606670379639
短寿命,MATR_b2c37,478.0,20,current_hybrid,56,1.0040580034255981,0.9978075623512268,0.9972276091575623,0.9984732270240784
短寿命,MATR_b2c37,478.0,20,current_hybrid,57,1.0041232109069824,0.9977121353149414,0.9971249103546143,0.9983862638473511
短寿命,MATR_b2c37,478.0,20,current_hybrid,58,1.004174828529358,0.9976173043251038,0.9970228672027588,0.9982998371124268
短寿命,MATR_b2c37,478.0,20,current_hybrid,59,1.0041849613189697,0.9975231289863586,0.9969216585159302,0.9982138872146606
短寿命,MATR_b2c37,478.0,20,current_hybrid,60,1.0042017698287964,0.997429609298706,0.9968211650848389,0.9981284737586975
短寿命,MATR_b2c37,478.0,20,current_hybrid,61,1.0042556524276733,0.9973365664482117,0.9967213869094849,0.9980434775352478
短寿命,MATR_b2c37,478.0,20,current_hybrid,62,1.0043575763702393,0.9972441792488098,0.9966222047805786,0.9979589581489563
短寿命,MATR_b2c37,478.0,20,current_hybrid,63,1.0042717456817627,0.9971522688865662,0.9965236186981201,0.9978748559951782
短寿命,MATR_b2c37,478.0,20,current_hybrid,64,1.0042767524719238,0.9970608949661255,0.9964257478713989,0.9977911710739136
短寿命,MATR_b2c37,478.0,20,current_hybrid,65,1.004307746887207,0.9969700574874878,0.9963284134864807,0.9977078437805176
短寿命,MATR_b2c37,478.0,20,current_hybrid,66,1.004297137260437,0.9968796372413635,0.9962316751480103,0.997624933719635
短寿命,MATR_b2c37,478.0,20,current_hybrid,67,1.0043638944625854,0.9967897534370422,0.9961355328559875,0.9975425004959106
短寿命,MATR_b2c37,478.0,20,current_hybrid,68,1.0042990446090698,0.9967002868652344,0.996039867401123,0.9974603056907654
短寿命,MATR_b2c37,478.0,20,current_hybrid,69,1.0043764114379883,0.9966112971305847,0.9959447383880615,0.9973784685134888
短寿命,MATR_b2c37,478.0,20,current_hybrid,70,1.0042705535888672,0.9965226650238037,0.9958500266075134,0.9972969889640808
短寿命,MATR_b2c37,478.0,20,current_hybrid,71,1.0042451620101929,0.9964345097541809,0.9957559108734131,0.9972158670425415
短寿命,MATR_b2c37,478.0,20,current_hybrid,72,1.0043524503707886,0.9963467717170715,0.995662271976471,0.9971351027488708
短寿命,MATR_b2c37,478.0,20,current_hybrid,73,1.004379391670227,0.996259331703186,0.9955690503120422,0.9970545768737793
短寿命,MATR_b2c37,478.0,20,current_hybrid,74,1.0043708086013794,0.9961723685264587,0.9954763054847717,0.9969744086265564
短寿命,MATR_b2c37,478.0,20,current_hybrid,75,1.0044161081314087,0.9960857033729553,0.9953839778900146,0.9968945384025574
短寿命,MATR_b2c37,478.0,20,current_hybrid,76,1.0043278932571411,0.9959995150566101,0.9952921271324158,0.9968149065971375
短寿命,MATR_b2c37,478.0,20,current_hybrid,77,1.0042239427566528,0.995913565158844,0.9952006340026855,0.9967355728149414
短寿命,MATR_b2c37,478.0,20,current_hybrid,78,1.0043063163757324,0.9958279728889465,0.9951095581054688,0.9966565370559692
短寿命,MATR_b2c37,478.0,20,current_hybrid,79,1.0042643547058105,0.9957427382469177,0.9950188994407654,0.9965777397155762
短寿命,MATR_b2c37,478.0,20,current_hybrid,80,1.0042314529418945,0.9956578612327576,0.9949285387992859,0.9964991807937622
短寿命,MATR_b2c37,478.0,20,current_hybrid,81,1.0041708946228027,0.9955732226371765,0.9948385953903198,0.9964209198951721
短寿命,MATR_b2c37,478.0,20,current_hybrid,82,1.0041719675064087,0.9954889416694641,0.9947490096092224,0.9963428378105164
短寿命,MATR_b2c37,478.0,20,current_hybrid,83,1.0042191743850708,0.9954048991203308,0.9946598410606384,0.9962651133537292
短寿命,MATR_b2c37,478.0,20,current_hybrid,84,1.0043021440505981,0.9953212738037109,0.9945709705352783,0.9961875081062317
短寿命,MATR_b2c37,478.0,20,current_hybrid,85,1.0043832063674927,0.9952378869056702,0.9944824576377869,0.996110200881958
短寿命,MATR_b2c37,478.0,20,current_hybrid,86,1.0042057037353516,0.9951546788215637,0.9943942427635193,0.9960330724716187
短寿命,MATR_b2c37,478.0,20,current_hybrid,87,1.004202961921692,0.9950718879699707,0.9943063855171204,0.9959562420845032
短寿命,MATR_b2c37,478.0,20,current_hybrid,88,1.0041534900665283,0.9949892163276672,0.9942188262939453,0.9958795309066772
短寿命,MATR_b2c37,478.0,20,current_hybrid,89,1.0043870210647583,0.9949069619178772,0.9941315650939941,0.9958030581474304
短寿命,MATR_b2c37,478.0,20,current_hybrid,90,1.004217505455017,0.9948248267173767,0.9940446019172668,0.9957268834114075
短寿命,MATR_b2c37,478.0,20,current_hybrid,91,1.004300832748413,0.9947430491447449,0.9939579367637634,0.9956507682800293
短寿命,MATR_b2c37,478.0,20,current_hybrid,92,1.004186749458313,0.9946615099906921,0.9938715696334839,0.995574951171875
短寿命,MATR_b2c37,478.0,20,current_hybrid,93,1.0041828155517578,0.994580090045929,0.9937855005264282,0.9954991936683655
短寿命,MATR_b2c37,478.0,20,current_hybrid,94,1.004070520401001,0.9944990277290344,0.9936997294425964,0.9954237937927246
短寿命,MATR_b2c37,478.0,20,current_hybrid,95,1.0040165185928345,0.994418203830719,0.9936141967773438,0.9953485131263733
短寿命,MATR_b2c37,478.0,20,current_hybrid,96,1.0039961338043213,0.9943374991416931,0.9935289621353149,0.9952734112739563
短寿命,MATR_b2c37,478.0,20,current_hybrid,97,1.0039904117584229,0.9942570924758911,0.9934439659118652,0.9951984286308289
短寿命,MATR_b2c37,478.0,20,current_hybrid,98,1.0040664672851562,0.9941768646240234,0.9933592081069946,0.9951236844062805
短寿命,MATR_b2c37,478.0,20,current_hybrid,99,1.0040363073349,0.9940969347953796,0.9932747483253479,0.9950491189956665
短寿命,MATR_b2c37,478.0,20,current_hybrid,100,1.0041383504867554,0.9940171241760254,0.9931904673576355,0.994974672794342
短寿命,MATR_b2c37,478.0,20,current_hybrid,101,1.0028942823410034,0.9939375519752502,0.993106484413147,0.9949004650115967
短寿命,MATR_b2c37,478.0,20,current_hybrid,102,1.0040076971054077,0.9938581585884094,0.9930226802825928,0.9948263168334961
短寿命,MATR_b2c37,478.0,20,current_hybrid,103,1.0039165019989014,0.9937790036201477,0.9929391741752625,0.9947523474693298
短寿命,MATR_b2c37,478.0,20,current_hybrid,104,1.0038963556289673,0.9937000274658203,0.9928558468818665,0.9946786165237427
短寿命,MATR_b2c37,478.0,20,current_hybrid,105,1.0039175748825073,0.9936212301254272,0.9927727580070496,0.9946050047874451
短寿命,MATR_b2c37,478.0,20,current_hybrid,106,1.002835750579834,0.9935426712036133,0.9926899671554565,0.994531512260437
短寿命,MATR_b2c37,478.0,20,current_hybrid,107,1.0038481950759888,0.9934642314910889,0.9926072955131531,0.9944581985473633
短寿命,MATR_b2c37,478.0,20,current_hybrid,108,1.0038063526153564,0.9933859705924988,0.9925248622894287,0.9943850040435791
短寿命,MATR_b2c37,478.0,20,current_hybrid,109,1.003943681716919,0.9933079481124878,0.9924426674842834,0.9943119883537292
短寿命,MATR_b2c37,478.0,20,current_hybrid,110,1.0039074420928955,0.9932300448417664,0.9923606514930725,0.994239091873169
短寿命,MATR_b2c37,478.0,20,current_hybrid,111,1.0028374195098877,0.9931523203849792,0.9922788143157959,0.9941663146018982
短寿命,MATR_b2c37,478.0,20,current_hybrid,112,1.0038927793502808,0.9930747747421265,0.9921972155570984,0.994093656539917
短寿命,MATR_b2c37,478.0,20,current_hybrid,113,1.003780484199524,0.992997407913208,0.99211585521698,0.9940211772918701
短寿命,MATR_b2c37,478.0,20,current_hybrid,114,1.0035905838012695,0.9929202198982239,0.9920346140861511,0.9939488172531128
短寿命,MATR_b2c37,478.0,20,current_hybrid,115,1.0037310123443604,0.9928431510925293,0.9919536113739014,0.993876576423645
短寿命,MATR_b2c37,478.0,20,current_hybrid,116,1.0025628805160522,0.992766261100769,0.9918727278709412,0.9938044548034668
短寿命,MATR_b2c37,478.0,20,current_hybrid,117,1.0036664009094238,0.9926895499229431,0.9917920827865601,0.9937324523925781
短寿命,MATR_b2c37,478.0,20,current_hybrid,118,1.003627061843872,0.9926129579544067,0.9917116761207581,0.9936606287956238
短寿命,MATR_b2c37,478.0,20,current_hybrid,119,1.0035253763198853,0.9925365447998047,0.9916313290596008,0.993588924407959
短寿命,MATR_b2c37,478.0,20,current_hybrid,120,1.0035406351089478,0.9924602508544922,0.9915512204170227,0.993517279624939
短寿命,MATR_b2c37,478.0,20,current_hybrid,121,1.00242018699646,0.992384135723114,0.9914712309837341,0.9934458136558533
短寿命,MATR_b2c37,478.0,20,current_hybrid,122,1.0035375356674194,0.9923081398010254,0.9913915395736694,0.9933744072914124
短寿命,MATR_b2c37,478.0,20,current_hybrid,123,1.0035086870193481,0.9922323226928711,0.9913119077682495,0.993303120136261
短寿命,MATR_b2c37,478.0,20,current_hybrid,124,1.0035194158554077,0.9921566247940063,0.9912324547767639,0.993232011795044
短寿命,MATR_b2c37,478.0,20,current_hybrid,125,1.0033828020095825,0.9920810461044312,0.9911531805992126,0.9931609630584717
短寿命,MATR_b2c37,478.0,20,current_hybrid,126,1.0023292303085327,0.9920055866241455,0.9910740852355957,0.9930899739265442
短寿命,MATR_b2c37,478.0,20,current_hybrid,127,1.003364086151123,0.9919303059577942,0.9909951090812683,0.9930192232131958
短寿命,MATR_b2c37,478.0,20,current_hybrid,128,1.0033020973205566,0.9918551445007324,0.9909163117408752,0.9929484724998474
短寿命,MATR_b2c37,478.0,20,current_hybrid,129,1.0031623840332031,0.9917801022529602,0.9908376932144165,0.9928778409957886
短寿命,MATR_b2c37,478.0,20,current_hybrid,130,1.0032325983047485,0.9917052388191223,0.9907591938972473,0.9928073883056641
短寿命,MATR_b2c37,478.0,20,current_hybrid,131,1.0019917488098145,0.9916304349899292,0.9906808137893677,0.9927369356155396
短寿命,MATR_b2c37,478.0,20,current_hybrid,132,1.0032650232315063,0.9915558099746704,0.9906026721000671,0.9926666617393494
短寿命,MATR_b2c37,478.0,20,current_hybrid,133,1.0032097101211548,0.9914812445640564,0.9905245900154114,0.992596447467804
短寿命,MATR_b2c37,478.0,20,current_hybrid,134,1.0030523538589478,0.9914068579673767,0.9904466867446899,0.9925263524055481
短寿命,MATR_b2c37,478.0,20,current_hybrid,135,1.0031278133392334,0.9913325905799866,0.9903689622879028,0.992456316947937
短寿命,MATR_b2c37,478.0,20,current_hybrid,136,1.0029821395874023,0.991258442401886,0.9902913570404053,0.9923864006996155
短寿命,MATR_b2c37,478.0,20,current_hybrid,137,1.0030015707015991,0.9911843538284302,0.9902138113975525,0.9923166036605835
短寿命,MATR_b2c37,478.0,20,current_hybrid,138,1.0028769969940186,0.9911104440689087,0.9901365041732788,0.9922469258308411
短寿命,MATR_b2c37,478.0,20,current_hybrid,139,1.0029356479644775,0.9910366535186768,0.9900593161582947,0.9921772480010986
短寿命,MATR_b2c37,478.0,20,current_hybrid,140,1.00288987159729,0.9909629821777344,0.9899821877479553,0.9921077489852905
短寿命,MATR_b2c37,478.0,20,current_hybrid,141,1.002808928489685,0.9908893704414368,0.9899052977561951,0.9920382499694824
短寿命,MATR_b2c37,478.0,20,current_hybrid,142,1.002798080444336,0.9908158779144287,0.9898284673690796,0.9919689297676086
短寿命,MATR_b2c37,478.0,20,current_hybrid,143,1.0027616024017334,0.990742564201355,0.9897518157958984,0.9918996691703796
短寿命,MATR_b2c37,478.0,20,current_hybrid,144,1.0027766227722168,0.990669310092926,0.9896752238273621,0.9918304085731506
短寿命,MATR_b2c37,478.0,20,current_hybrid,145,1.002648949623108,0.9905961155891418,0.98959881067276,0.991761326789856
短寿命,MATR_b2c37,478.0,20,current_hybrid,146,1.0027140378952026,0.990523099899292,0.9895225167274475,0.9916923642158508
短寿命,MATR_b2c37,478.0,20,current_hybrid,147,1.0026671886444092,0.9904501438140869,0.9894462823867798,0.9916234016418457
短寿命,MATR_b2c37,478.0,20,current_hybrid,148,1.0025529861450195,0.9903773069381714,0.9893702864646912,0.9915545582771301
短寿命,MATR_b2c37,478.0,20,current_hybrid,149,1.0024982690811157,0.9903045892715454,0.9892942905426025,0.9914857745170593
短寿命,MATR_b2c37,478.0,20,current_hybrid,150,1.0025423765182495,0.9902319312095642,0.989218533039093,0.9914170503616333
短寿命,MATR_b2c37,478.0,20,current_hybrid,151,1.0024322271347046,0.9901593923568726,0.9891427755355835,0.9913484454154968
短寿命,MATR_b2c37,478.0,20,current_hybrid,152,1.0023744106292725,0.9900869727134705,0.9890671968460083,0.9912799596786499
短寿命,MATR_b2c37,478.0,20,current_hybrid,153,1.0023101568222046,0.9900146126747131,0.9889917373657227,0.9912115335464478
短寿命,MATR_b2c37,478.0,20,current_hybrid,154,1.0021651983261108,0.9899423718452454,0.9889163374900818,0.9911431670188904
短寿命,MATR_b2c37,478.0,20,current_hybrid,155,1.0022518634796143,0.9898701906204224,0.9888411164283752,0.9910762310028076
短寿命,MATR_b2c37,478.0,20,current_hybrid,156,1.002179741859436,0.9897981882095337,0.9887659549713135,0.9910094141960144
短寿命,MATR_b2c37,478.0,20,current_hybrid,157,1.002097725868225,0.989726185798645,0.988690972328186,0.9909427165985107
短寿命,MATR_b2c37,478.0,20,current_hybrid,158,1.002138376235962,0.9896543025970459,0.9886159896850586,0.9908760786056519
短寿命,MATR_b2c37,478.0,20,current_hybrid,159,1.0020493268966675,0.9895825386047363,0.9885412454605103,0.9908095002174377
短寿命,MATR_b2c37,478.0,20,current_hybrid,160,1.001994013786316,0.9895108342170715,0.9884665012359619,0.9907430410385132
短寿命,MATR_b2c37,478.0,20,current_hybrid,161,1.0019510984420776,0.9894392490386963,0.9883918762207031,0.9906766414642334
短寿命,MATR_b2c37,478.0,20,current_hybrid,162,1.0018484592437744,0.9893677234649658,0.9883173704147339,0.9906103014945984
短寿命,MATR_b2c37,478.0,20,current_hybrid,163,1.0018131732940674,0.9892962574958801,0.9882429838180542,0.9905440211296082
短寿命,MATR_b2c37,478.0,20,current_hybrid,164,1.0018049478530884,0.989224910736084,0.9881687164306641,0.9904778599739075
短寿命,MATR_b2c37,478.0,20,current_hybrid,165,1.0016716718673706,0.9891536831855774,0.9880945086479187,0.9904116988182068
短寿命,MATR_b2c37,478.0,20,current_hybrid,166,1.0016807317733765,0.9890825748443604,0.9880204200744629,0.9903457164764404
短寿命,MATR_b2c37,478.0,20,current_hybrid,167,1.0015869140625,0.9890114665031433,0.9879463911056519,0.9902797937393188
短寿命,MATR_b2c37,478.0,20,current_hybrid,168,1.0014808177947998,0.988940417766571,0.9878725409507751,0.9902138710021973
短寿命,MATR_b2c37,478.0,20,current_hybrid,169,1.0014667510986328,0.9888694882392883,0.9877986907958984,0.9901480674743652
短寿命,MATR_b2c37,478.0,20,current_hybrid,170,1.0014549493789673,0.9887986779212952,0.987725019454956,0.9900822639465332
短寿命,MATR_b2c37,478.0,20,current_hybrid,171,1.0014142990112305,0.988727867603302,0.9876514077186584,0.9900165796279907
短寿命,MATR_b2c37,478.0,20,current_hybrid,172,1.0013647079467773,0.9886571764945984,0.9875778555870056,0.989950954914093
短寿命,MATR_b2c37,478.0,20,current_hybrid,173,1.0012167692184448,0.9885866045951843,0.9875044822692871,0.9898854494094849
短寿命,MATR_b2c37,478.0,20,current_hybrid,174,1.0011529922485352,0.988516092300415,0.9874311089515686,0.9898199439048767
短寿命,MATR_b2c37,478.0,20,current_hybrid,175,1.0011311769485474,0.9884456396102905,0.9873578548431396,0.9897545576095581
短寿命,MATR_b2c37,478.0,20,current_hybrid,176,1.0011615753173828,0.9883752465248108,0.9872847199440002,0.9896891713142395
短寿命,MATR_b2c37,478.0,20,current_hybrid,177,1.0010302066802979,0.9883049726486206,0.9872116446495056,0.9896239042282104
短寿命,MATR_b2c37,478.0,20,current_hybrid,178,1.0009533166885376,0.9882346987724304,0.9871386885643005,0.9895586371421814
短寿命,MATR_b2c37,478.0,20,current_hybrid,179,1.0008516311645508,0.9881646037101746,0.9870657920837402,0.9894935488700867
短寿命,MATR_b2c37,478.0,20,current_hybrid,180,1.000821590423584,0.9880945086479187,0.9869929552078247,0.9894284605979919
短寿命,MATR_b2c37,478.0,20,current_hybrid,181,1.0008479356765747,0.9880245327949524,0.9869202971458435,0.9893633723258972
短寿命,MATR_b2c37,478.0,20,current_hybrid,182,1.0007580518722534,0.9879545569419861,0.9868476390838623,0.989298403263092
短寿命,MATR_b2c37,478.0,20,current_hybrid,183,1.000765085220337,0.9878847002983093,0.9867751002311707,0.9892335534095764
短寿命,MATR_b2c37,478.0,20,current_hybrid,184,1.0006476640701294,0.9878149628639221,0.9867026209831238,0.989168643951416
短寿命,MATR_b2c37,478.0,20,current_hybrid,185,1.0005196332931519,0.9877452254295349,0.9866302609443665,0.9891038537025452
短寿命,MATR_b2c37,478.0,20,current_hybrid,186,1.0005170106887817,0.9876755475997925,0.9865579605102539,0.9890391230583191
短寿命,MATR_b2c37,478.0,20,current_hybrid,187,1.0004446506500244,0.9876059889793396,0.9864857196807861,0.9889744520187378
短寿命,MATR_b2c37,478.0,20,current_hybrid,188,1.0003488063812256,0.9875364899635315,0.9864135980606079,0.988909900188446
短寿命,MATR_b2c37,478.0,20,current_hybrid,189,1.0003012418746948,0.9874670505523682,0.9863415956497192,0.9888452887535095
短寿命,MATR_b2c37,478.0,20,current_hybrid,190,1.0002174377441406,0.9873976707458496,0.9862695336341858,0.9887807965278625
短寿命,MATR_b2c37,478.0,20,current_hybrid,191,1.0001345872879028,0.9873283505439758,0.9861976504325867,0.9887163043022156
短寿命,MATR_b2c37,478.0,20,current_hybrid,192,1.0000866651535034,0.9872591495513916,0.9861258864402771,0.9886519908905029
短寿命,MATR_b2c37,478.0,20,current_hybrid,193,1.0000470876693726,0.9871899485588074,0.9860541224479675,0.9885876178741455
短寿命,MATR_b2c37,478.0,20,current_hybrid,194,1.0000730752944946,0.9871208071708679,0.9859824180603027,0.9885233640670776
短寿命,MATR_b2c37,478.0,20,current_hybrid,195,0.9999242424964905,0.987051784992218,0.9859108328819275,0.9884591698646545
短寿命,MATR_b2c37,478.0,20,current_hybrid,196,0.9998583793640137,0.9869828224182129,0.9858393669128418,0.9883949756622314
短寿命,MATR_b2c37,478.0,20,current_hybrid,197,0.9997220635414124,0.9869138598442078,0.9857679009437561,0.9883309006690979
短寿命,MATR_b2c37,478.0,20,current_hybrid,198,0.999647319316864,0.986845076084137,0.98569655418396,0.9882667660713196
短寿命,MATR_b2c37,478.0,20,current_hybrid,199,0.999542772769928,0.9867762327194214,0.9856252074241638,0.9882028102874756
短寿命,MATR_b2c37,478.0,20,current_hybrid,200,0.9994938373565674,0.9867075085639954,0.9855539798736572,0.9881388545036316
短寿命,MATR_b2c37,478.0,20,current_hybrid,201,0.9994252324104309,0.9866388440132141,0.9854828715324402,0.9880749583244324
短寿命,MATR_b2c37,478.0,20,current_hybrid,202,0.9993231892585754,0.9865702390670776,0.9854118227958679,0.9880111217498779
短寿命,MATR_b2c37,478.0,20,current_hybrid,203,0.9993907809257507,0.9865016341209412,0.9853407740592957,0.9879473447799683
短寿命,MATR_b2c37,478.0,20,current_hybrid,204,0.9993138909339905,0.986433207988739,0.9852697849273682,0.9878835678100586
短寿命,MATR_b2c37,478.0,20,current_hybrid,205,0.9992566108703613,0.9863647222518921,0.985198974609375,0.9878199100494385
短寿命,MATR_b2c37,478.0,20,current_hybrid,206,0.9992185831069946,0.9862963557243347,0.9851281642913818,0.9877562522888184
短寿命,MATR_b2c37,478.0,20,current_hybrid,207,0.9990367889404297,0.9862280488014221,0.9850574135780334,0.9876927137374878
短寿命,MATR_b2c37,478.0,20,current_hybrid,208,0.9989162683486938,0.9861598014831543,0.9849867820739746,0.9876291155815125
短寿命,MATR_b2c37,478.0,20,current_hybrid,209,0.9988608956336975,0.9860916137695312,0.9849162101745605,0.9875656366348267
短寿命,MATR_b2c37,478.0,20,current_hybrid,210,0.9988260865211487,0.9860234260559082,0.9848456382751465,0.9875022172927856
短寿命,MATR_b2c37,478.0,20,current_hybrid,211,0.9986433386802673,0.9859552979469299,0.984775185585022,0.9874387979507446
短寿命,MATR_b2c37,478.0,20,current_hybrid,212,0.9985769391059875,0.985887348651886,0.9847047924995422,0.9873754382133484
短寿命,MATR_b2c37,478.0,20,current_hybrid,213,0.9984161257743835,0.9858193397521973,0.9846344590187073,0.9873121380805969
短寿命,MATR_b2c37,478.0,20,current_hybrid,214,0.9983204007148743,0.9857514500617981,0.9845641851425171,0.9872488379478455
短寿命,MATR_b2c37,478.0,20,current_hybrid,215,0.9981914162635803,0.9856835603713989,0.9844940304756165,0.9871857166290283
短寿命,MATR_b2c37,478.0,20,current_hybrid,216,0.9981123805046082,0.9856157898902893,0.9844238758087158,0.9871225357055664
短寿命,MATR_b2c37,478.0,20,current_hybrid,217,0.9980977177619934,0.9855479598045349,0.98435378074646,0.9870593547821045
短寿命,MATR_b2c37,478.0,20,current_hybrid,218,0.9980428218841553,0.9854803085327148,0.9842838048934937,0.9869963526725769
短寿命,MATR_b2c37,478.0,20,current_hybrid,219,0.9979259967803955,0.98541259765625,0.9842138290405273,0.9869332909584045
短寿命,MATR_b2c37,478.0,20,current_hybrid,220,0.9978949427604675,0.9853450059890747,0.9841439723968506,0.9868703484535217
短寿命,MATR_b2c37,478.0,20,current_hybrid,221,0.9977402091026306,0.9852774739265442,0.9840741753578186,0.9868073463439941
短寿命,MATR_b2c37,478.0,20,current_hybrid,222,0.9975361824035645,0.9852099418640137,0.9840043187141418,0.9867444634437561
短寿命,MATR_b2c37,478.0,20,current_hybrid,223,0.9974730014801025,0.9851425290107727,0.9839346408843994,0.9866816401481628
短寿命,MATR_b2c37,478.0,20,current_hybrid,224,0.9973543286323547,0.9850751161575317,0.9838650226593018,0.9866188168525696
短寿命,MATR_b2c37,478.0,20,current_hybrid,225,0.9972070455551147,0.9850078225135803,0.9837954044342041,0.9865561127662659
短寿命,MATR_b2c37,478.0,20,current_hybrid,226,0.9971705079078674,0.9849404692649841,0.983725905418396,0.9864933490753174
短寿命,MATR_b2c37,478.0,20,current_hybrid,227,0.9971069097518921,0.9848732948303223,0.9836564064025879,0.9864307045936584
短寿命,MATR_b2c37,478.0,20,current_hybrid,228,0.9969386458396912,0.9848060607910156,0.9835870265960693,0.9863680601119995
短寿命,MATR_b2c37,478.0,20,current_hybrid,229,0.9969096779823303,0.9847389459609985,0.9835177063941956,0.9863054752349854
短寿命,MATR_b2c37,478.0,20,current_hybrid,230,0.9965629577636719,0.9846718907356262,0.9834483861923218,0.9862428903579712
短寿命,MATR_b2c37,478.0,20,current_hybrid,231,0.99666827917099,0.9846047759056091,0.9833791851997375,0.9861804246902466
短寿命,MATR_b2c37,478.0,20,current_hybrid,232,0.9965616464614868,0.9845378398895264,0.9833099842071533,0.986117959022522
短寿命,MATR_b2c37,478.0,20,current_hybrid,233,0.9963818788528442,0.9844708442687988,0.9832408428192139,0.9860555529594421
短寿命,MATR_b2c37,478.0,20,current_hybrid,234,0.9963432550430298,0.9844039678573608,0.983171820640564,0.9859931468963623
短寿命,MATR_b2c37,478.0,20,current_hybrid,235,0.9950261116027832,0.9843370914459229,0.9831027984619141,0.9859308004379272
短寿命,MATR_b2c37,478.0,20,current_hybrid,236,0.9961289763450623,0.9842702746391296,0.9830338954925537,0.9858684539794922
